1	1.737303e+02	3.299505e+00
2	8.767244e+01	8.105989e-01
4	4.446146e+01	1.059443e+00
6	3.101799e+01	6.353367e-01
8	2.264641e+01	5.533390e-01
12	1.426037e+01	1.298908e-01
16	1.139709e+01	2.204310e-01
18	1.048271e+01	1.118938e-01
24	7.642726e+00	5.278946e-02
