1	4.252503e-01	2.568116e-02
2	4.479067e-01	2.937243e-02
4	4.501144e-01	5.795080e-02
6	4.825127e-01	6.564761e-02
8	4.688448e-01	8.185455e-02
12	4.520492e-01	1.966605e-02
16	5.854128e-01	9.003179e-02
18	5.388845e-01	7.681257e-02
24	5.233268e-01	1.062850e-02
